115,32,92,50,103,0,22,0,120,2,0,0,0,15,127,1,0,0,315,31,215,0,1,99,0,0,180,0,0,59,11,37,0,0,5,28,9,0,10,0,134,80,82,20,68,15,5,23,0,0,3,44,31,137,74,41,30,0,213,0,0,42,27,146,485,94,152,1,35,2,17,0,140,12,242,21,52,58,0,9,0,0,137,719,0,0,63,163,0,10000,29,50,59,5,560,0,43,0,0,49,0,0,166,0,42,0,0,3,60,0,0,379,208,36,155,22,113,258,0,0,0,71,92,0,197,5,1
118,0,118,27,88,197,48,0,133,0,0,231,6,19,0,0,39,0,239,10,190,76,8,0,13,0,133,24,2,0,1,16,154,113,0,25,2,0,0,0,127,65,62,13,53,11,0,0,141,79,0,50,14,473,0,12,11,0,302,46,0,40,0,0,600,72,0,0,34,0,12,45,111,5,324,16,42,0,0,0,20,8,0,840,0,0,54,0,0,4532,16,13,64,98,465,0,4,6,8,49,280,326,136,15,0,0,0,38,71,0,0,334,151,0,0,14,82,0,64,0,0,57,118,0,234,22,0
155,41,168,41,83,0,29,0,0,8,0,0,62,23,150,2,10,48,0,10,208,61,11,76,19,41,227,35,0,0,0,0,0,98,39,0,21,29,18,113,216,0,91,12,60,7,0,16,0,64,0,0,34,394,0,6,0,0,298,46,38,58,0,135,639,142,134,5,0,0,31,43,0,15,338,12,39,5,10,20,32,0,166,822,23,0,46,178,21,2611,35,0,48,24,471,0,0,0,14,0,343,0,167,25,44,46,69,72,0,12,49,427,100,51,82,11,118,0,25,0,49,0,86,21,270,2,4
157,20,0,38,88,169,0,0,0,21,0,0,42,0,112,0,67,7,350,20,0,34,1,0,0,16,169,41,0,17,1,37,125,0,9,51,0,1,13,123,208,49,104,9,75,14,0,20,0,71,0,18,39,327,73,19,0,9,310,0,64,0,35,140,402,138,0,0,84,8,30,52,0,0,347,16,31,29,0,19,25,35,103,828,0,10,0,0,20,5376,0,0,34,55,569,1,0,0,1,0,235,308,131,0,0,0,0,13,0,10,0,353,0,1,113,14,0,288,0,0,20,59,94,0,290,8,3
197,20,171,47,70,0,23,0,0,4,1,2,0,6,142,0,8,5,438,12,165,0,20,81,30,24,205,0,16,54,11,0,0,66,5,86,7,20,9,93,104,50,0,0,0,0,5,19,143,0,0,22,0,14,0,49,10,18,266,49,0,45,0,218,648,129,193,1,80,0,6,41,109,10,376,0,76,109,0,14,0,0,82,744,6,0,60,152,0,1329,47,23,77,151,456,0,7,0,44,40,266,264,114,0,48,41,0,62,0,15,113,397,136,13,69,10,112,218,0,0,0,38,218,24,238,43,9
184,0,0,43,96,240,44,0,118,0,0,0,14,17,113,0,0,4,525,0,163,0,0,0,18,5,258,0,17,35,20,41,0,72,34,57,0,31,22,0,147,36,0,15,24,12,0,24,104,65,0,31,30,1190,14,27,0,12,333,0,0,55,43,153,502,115,218,1,0,0,16,0,104,1,336,16,52,3,13,6,0,0,47,0,0,0,27,71,5,5306,22,39,31,43,473,0,25,0,0,50,0,0,169,12,0,0,78,0,34,0,78,376,0,8,148,14,0,218,3,21,0,0,80,0,254,3,3
203,30,230,34,0,170,38,162,150,20,4,0,0,3,125,2,0,45,439,19,202,36,0,105,3,0,277,0,16,24,14,61,129,23,0,37,7,33,15,128,81,53,67,0,51,0,10,28,186,0,5,22,18,3531,20,42,15,16,249,19,47,73,25,197,616,0,0,0,55,0,13,0,139,17,330,0,42,0,0,0,16,0,0,771,16,19,70,0,0,350,0,29,45,0,519,5,10,0,0,0,0,294,131,9,46,22,79,0,41,24,136,439,0,8,0,0,74,155,4,11,32,61,82,0,199,0,6
220,36,118,37,81,0,58,32,152,0,0,0,0,0,148,0,10,0,316,9,223,163,0,75,20,69,256,77,0,0,0,35,217,41,17,27,5,0,18,0,136,0,86,9,88,12,0,0,155,48,0,25,32,299,67,16,20,23,310,0,70,53,51,161,498,82,173,0,66,14,15,73,108,0,335,0,0,15,22,0,35,0,179,687,0,28,0,0,5,2317,0,11,39,23,513,0,0,0,0,14,372,0,135,0,56,46,97,0,28,9,80,420,102,0,95,0,0,205,0,11,61,62,95,38,286,3,5
148,14,165,40,90,0,17,14,132,24,0,7,0,0,118,50,0,10,0,17,214,0,0,0,65,0,243,25,13,30,1,14,132,0,11,17,7,14,8,120,0,21,0,15,0,10,0,14,151,0,6,53,0,2785,13,67,0,6,286,0,0,72,0,145,0,69,178,0,41,2,0,0,165,18,301,14,36,47,0,0,0,0,109,873,18,0,32,89,0,4990,0,18,17,0,543,6,9,16,0,28,0,0,128,16,47,22,38,0,0,32,101,431,171,11,62,11,0,244,10,14,23,0,60,10,216,0,0
197,53,218,27,86,112,27,0,189,42,6,0,11,0,179,1,34,0,429,9,0,58,0,96,67,20,166,48,11,29,3,0,0,0,23,0,4,20,8,124,113,42,56,10,66,9,0,9,143,0,0,50,19,33,18,41,0,15,297,0,61,35,0,139,368,107,207,17,0,16,4,181,104,8,323,16,32,20,19,0,56,0,0,927,0,8,73,108,0,3793,19,19,18,0,469,7,20,0,0,0,340,427,137,2,47,52,0,17,97,46,0,358,123,18,108,17,78,0,106,0,0,62,88,20,239,0,4
127,29,0,45,86,0,45,0,0,41,6,0,0,16,138,3,43,11,376,0,0,137,0,68,0,0,154,28,0,27,5,7,0,0,10,0,0,15,14,168,117,64,96,13,62,16,2,16,0,0,8,64,0,3442,0,26,20,0,292,0,49,64,50,208,442,0,208,12,50,0,0,94,93,7,299,0,37,30,19,8,0,0,0,679,0,0,83,0,0,3991,37,8,29,19,497,0,0,0,0,0,318,287,147,0,87,0,27,15,38,42,86,535,187,0,0,10,102,0,0,4,0,48,0,18,252,0,8
172,27,241,48,83,0,73,5,144,34,4,0,23,23,142,0,17,64,0,20,0,17,0,75,33,0,170,0,0,72,3,44,0,72,38,35,11,0,19,102,150,0,77,10,52,7,0,39,125,46,3,0,0,996,61,25,5,6,360,27,52,0,32,202,564,129,192,10,104,16,11,57,155,0,315,10,43,55,25,10,30,0,118,683,35,0,50,23,8,2363,39,4,34,47,508,36,0,92,0,19,0,413,105,3,24,10,84,0,42,26,119,370,102,16,140,5,90,203,1,0,23,58,101,24,281,5,12
182,17,170,22,92,238,23,79,0,0,0,0,20,14,124,0,8,0,365,0,0,0,0,79,8,34,150,0,0,0,2,0,200,0,10,0,0,0,12,0,150,72,75,14,0,7,0,13,160,44,0,0,31,62,70,20,20,20,297,25,49,40,60,0,522,106,0,21,59,0,0,0,131,0,385,16,33,25,0,0,33,2,142,807,0,9,27,0,0,4551,37,5,43,10,466,0,0,47,0,0,361,241,152,0,50,0,84,0,36,8,74,369,150,5,0,17,40,0,24,0,31,49,57,27,265,0,0
223,21,0,48,86,234,44,144,0,5,6,0,36,14,130,15,61,36,253,23,206,59,18,102,132,8,156,14,0,60,2,33,103,0,22,0,0,0,28,0,202,0,0,7,51,0,8,0,0,48,0,51,25,143,33,0,0,27,330,26,0,43,0,0,598,117,181,1,197,0,35,19,164,0,355,12,36,7,22,57,44,0,113,644,24,20,64,26,32,2956,0,12,52,60,476,0,5,0,0,0,0,253,156,57,28,59,44,18,0,9,0,354,196,0,147,15,104,0,118,0,15,0,107,0,301,8,0
141,29,122,60,95,0,55,0,133,9,8,0,37,35,134,24,50,0,424,8,131,84,9,90,0,0,205,0,0,33,4,40,117,0,0,22,0,0,18,0,202,51,72,10,53,14,7,0,139,59,0,0,0,913,0,21,0,0,259,0,47,53,63,142,432,105,183,0,29,20,25,84,132,13,239,12,55,14,25,19,31,0,128,0,0,0,68,36,18,4974,21,11,50,109,524,0,0,6,0,34,291,267,163,10,33,42,52,41,84,14,0,408,148,6,145,11,116,0,25,1,19,0,93,5,222,10,10
201,34,152,23,82,361,21,153,112,43,8,0,0,14,144,4,0,0,323,24,132,0,0,55,7,8,274,40,3,34,0,74,0,0,27,0,15,37,0,137,0,88,87,5,82,13,15,21,156,39,5,0,0,1569,87,20,18,20,263,0,19,63,42,167,438,0,196,6,0,5,0,82,134,20,371,13,0,0,17,1,34,4,122,789,14,0,55,105,0,3078,9,12,0,0,466,0,0,42,0,16,225,0,149,1,39,32,39,0,18,12,96,353,0,15,110,13,0,238,2,14,6,48,0,27,262,0,15
